Activity Score,When,Type,Gear,Name,Dist mi,Elv ft,Elapsed Time,Moving Time,Speed mph,Max Speed mph,Pace /mi,Max Pace /mi,Pace /100yds,Max Pace /100yds,Pwr W,Weighted Avg Pwr W,Max Pwr W,Power Meter,Cad,Heart,Max Heart,Elev/Dist ft/mi,Elev/Time ft/h,W/HR,Temp Â°C,Cal,Energy kJ,Segs,PRs,Others,Kudos,Comments,Com,Trn,Man,Pri,Dist away mi,Activity Score 25%,Segment PRs (K/QOM positions),All segments (personal positions),Ride/Run Type,400m,1 km,5 km,10 km,15 km,20 km,30 km,50 km,1/2 Mile,1 mile,2 mile,10 mile,Half Marathon,Marathon,Suffer Score,Points in red,% in red,H/R Zone 1,H/R Zone 2,H/R Zone 3,H/R Zone 4,H/R Zone 5,Power 0W,Power 0-50W,Power 50-100W,Power 100-150W,Power 150-200W,Power 200-250W,Power 250-300W,Power 300-350W,Power 350-400W,Power 400-450W,Power 450W+,Pace Zone 1,Pace Zone 2,Pace Zone 3,Pace Zone 4,Pace Zone 5,Flagged,Description,City,State,Activity Id
13.75152625,5/29/2016 8:46,Run,n/a,Morning Run,22535,142.9,7620,6988,3.2248,4.2,499.0575744,383.1848064,28.355544,21.771864,0,0,,0,86.1,150.5,179,6.34,73.6,0,,2216.2,0,5,0,1,0,0,0,0,0,0,-1,34.61538462,,,,108,276,1484,3016,4689,6609,,,222,461,944,5081,7038,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,592012496
0,5/28/2016 7:58,Run,n/a,Morning Run,8050.6,35.5,2549,2427,3.3171,4.5,485.217216,357.6284237,27.56916,20.3197968,0,0,,0,86.1,141.8,151,4.41,52.7,0,,791.2,0,0,0,1,0,0,0,0,0,0,-1,0,,,,110,281,1552,,,,,,224,463,969,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Recovery,,,590655029
0,5/26/2016 5:52,Run,n/a,Morning Run,12883.1,89.8,3909,3778,3.41,4.3,472.0205952,374.2690406,26.819352,21.2652864,0,0,,0,85,150.6,160,6.97,85.6,0,,1268.2,0,0,0,1,0,0,0,0,0,0,-1,0,,,,106,269,1467,3010,,,,,217,438,896,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,588458220
39.58333333,5/24/2016 5:40,Run,n/a,Morning Run,16012.5,101.2,4908,4714,3.3968,4.5,473.7908736,357.6284237,26.919936,20.3197968,0,0,,0,84.6,134.3,156,6.32,77.3,0,,1572.4,0,2,0,1,0,0,0,0,0,0,-1,48.61111111,,,,104,271,1495,3053,4587,,,,218,444,900,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,587140144
0,5/21/2016 7:33,Run,n/a,Morning Run,6448.4,46.4,1852,1852,3.4819,4.3,462.2035968,374.2690406,26.261568,21.2652864,0,0,,0,85.5,131,178,7.2,90.2,0,,633.8,0,0,0,1,0,0,0,0,0,0,-1,0,,,,104,264,1404,,,,,,211,429,877,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,587139912
80,5/19/2016 5:42,Run,n/a,Morning Run,14485.3,169.4,4380,4297,3.371,4.5,477.3314304,357.6284237,27.121104,20.3197968,0,0,,0,84.9,103.3,157,11.69,141.9,0,,1430.1,0,1,1,1,0,0,0,0,0,0,-1,80,,,,105,272,1469,3002,,,,,219,447,914,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,580957029
0,5/17/2016 6:04,Run,n/a,Morning Run,11271.5,115.1,3420,3362,3.3526,4.3,480.0673152,374.2690406,27.276552,21.2652864,0,0,,0,84.4,,0,10.21,123.2,0,,1111.2,0,0,0,1,0,0,0,0,0,0,-1,0,,,,103,280,1480,3020,,,,,219,458,923,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579018868
61.96581197,5/15/2016 15:17,Run,n/a,Afternoon Run,17820.4,159.6,5416,5273,3.3796,4.3,476.2048896,374.2690406,27.057096,21.2652864,0,0,,0,84.6,142.9,159,8.96,109,0,,1756.5,0,3,1,1,0,0,0,0,0,0,-1,69.23076923,,,,100,270,1411,2936,4590,,,,213,444,903,4907,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579018625
0,5/14/2016 8:20,Run,n/a,Morning Run,6446.4,47.2,1851,1851,3.4827,4.4,462.0426624,365.7556109,26.252424,20.7815688,0,0,,0,83.3,79.4,111,7.32,91.8,0,,634.7,0,0,0,1,0,0,0,0,0,0,-1,0,,,,105,265,1412,,,,,,214,430,881,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579018350
87.82051282,5/10/2016 6:03,Run,n/a,Morning Run,12882.8,129.9,3931,3840,3.3549,4.5,479.7454464,357.6284237,27.258264,20.3197968,0,0,,0,83.9,127.7,158,10.08,121.8,0,,1270.7,0,2,2,1,0,0,0,0,0,0,-1,92.30769231,,,,105,271,1472,3026,,,,,216,441,915,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579018209
50,5/1/2016 8:07,Run,n/a,Morning Run,16104.7,10.1,4087,4049,3.9775,5.8,404.5890816,277.466999,22.988016,15.7651704,0,0,,0,86.3,,0,0.63,9,0,,1555.6,0,12,12,49,0,0,0,0,0,0,-1,50,,,,86,229,1216,2504,3809,,,,183,380,770,4084,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579018004
0,4/29/2016 16:28,Run,n/a,Afternoon Run,3231,24.7,968,968,3.3378,4.1,482.1594624,392.5190016,27.395424,22.302216,0,0,,0,82.7,,0,7.64,91.9,0,,318.8,0,0,0,1,0,0,0,0,0,0,-1,0,,,,106,281,,,,,,,221,460,964,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579017770
0,4/26/2016 16:49,Run,n/a,Afternoon Run,4835.5,27.5,1337,1337,3.6167,5.1,444.983616,315.5601715,25.28316,17.9295552,0,0,,0,85.3,133.8,159,5.69,74,0,,476,0,0,0,1,0,0,0,0,0,0,-1,0,,,,97,250,,,,,,,198,407,849,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579017702
0,4/25/2016 16:48,Run,n/a,Afternoon Run,4835.3,27.8,1333,1333,3.6274,5.1,443.6961408,315.5601715,25.210008,17.9295552,0,0,,0,84.7,122.9,159,5.75,75.1,0,,475.7,0,0,0,1,0,0,0,0,0,0,-1,0,,,,97,248,,,,,,,197,403,853,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579017553
48.46153846,4/24/2016 8:29,Run,n/a,Morning Run,14489.7,170.8,5157,4254,3.4061,4.4,472.5033984,365.7556109,26.846784,20.7815688,0,0,,0,84.5,135,159,11.79,144.5,0,,1431.9,0,2,0,1,0,0,0,0,0,0,-1,76.92307692,,,,101,270,1618,3454,,,,,214,446,942,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579017475
43.75,4/23/2016 7:48,Run,n/a,Morning Run,13680,39.9,4063,3931,3.48,5.1,462.5254656,315.5601715,26.279856,17.9295552,0,0,,0,85,132.5,165,2.92,36.5,0,,1340.1,0,16,0,1,0,0,0,0,0,0,-1,75.69444444,,,,88,227,1327,2805,,,,,184,407,818,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579017168
0,4/21/2016 16:50,Run,n/a,Afternoon Run,4834.3,27.4,1370,1356,3.5651,4.6,451.420992,349.8552922,25.64892,19.8781416,0,0,,0,84.7,138,156,5.67,72.7,0,,476.2,0,0,0,1,0,0,0,0,0,0,-1,0,,,,99,255,,,,,,,204,416,866,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,581011990
61.53846154,4/20/2016 5:58,Run,n/a,Morning Run,11273,117.2,3409,3306,3.4099,4.8,472.0205952,335.2746355,26.819352,19.0496952,0,0,,0,84.2,132.8,169,10.4,127.6,0,,1110.9,0,1,0,1,0,0,0,0,0,0,-1,61.53846154,,,,101,269,1480,3008,,,,,212,436,889,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579016864
0,4/19/2016 16:18,Run,n/a,Afternoon Run,4835.9,38.1,1395,1391,3.4766,4.4,462.8473344,365.7556109,26.298144,20.7815688,0,0,,0,83.5,117.4,152,7.88,98.6,0,,476.4,0,0,0,1,0,0,0,0,0,0,-1,0,,,,104,267,,,,,,,216,438,901,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579016685
33.84615385,4/17/2016 8:22,Run,n/a,Morning Run,16103.4,172.1,4990,4744,3.3945,4.4,474.1127424,365.7556109,26.938224,20.7815688,0,0,,0,84.3,,0,10.69,130.6,0,,1589.5,0,2,0,1,0,0,0,0,0,0,-1,60,,,,103,272,1499,3057,4620,,,,213,450,916,4957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579016595
0,4/16/2016 7:20,Run,n/a,Morning Run,5045.9,38.2,1347,1315,3.8372,5.2,419.3950464,309.4929446,23.829264,17.5848264,0,0,,0,86.9,,0,7.57,104.6,0,,494.7,0,0,0,1,0,0,0,0,0,0,-1,0,,,,90,238,1328,,,,,,190,388,842,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579016331
43.51851852,4/14/2016 16:28,Run,n/a,Afternoon Run,5638.6,39.9,1828,1661,3.3947,6.8,474.1127424,236.6701286,26.938224,13.4471664,0,0,,0,83.1,,0,7.08,86.5,0,,555.1,0,2,0,1,0,0,0,0,0,0,-1,58.33333333,,,,105,257,1625,,,,,,219,467,956,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,581011975
60.25641026,4/13/2016 16:14,Run,n/a,Afternoon Run,12077.8,118.9,3758,3586,3.368,4.6,477.8142336,349.8552922,27.148536,19.8781416,0,0,,0,83,,0,9.84,119.4,0,,1192.3,0,2,0,1,0,0,0,0,0,0,-1,66.66666667,,,,104,275,1523,3080,,,,,218,444,966,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579016232
0,4/12/2016 16:36,Run,n/a,Afternoon Run,3231.4,26.3,980,980,3.2973,5,488.1140352,321.8688,27.733752,18.288,0,0,,0,83.3,136.7,152,8.14,96.6,0,,318.7,0,0,0,1,0,0,0,0,0,0,-1,0,,,,101,272,,,,,,,218,442,974,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579016018
40.74074074,4/11/2016 16:38,Run,n/a,Afternoon Run,5914.6,39.9,1967,1798,3.2895,6.1,489.240576,263.8197619,27.79776,14.9897592,0,0,,0,82.1,132.2,163,6.75,79.9,0,,582.9,0,6,1,1,0,0,0,0,0,0,-1,62.5,,,,106,281,1666,,,,,,215,465,982,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579015926
24.79700855,4/10/2016 8:26,Run,n/a,Morning Run,19319.9,171.3,6276,6088,3.1734,4.3,507.1042944,374.2690406,28.812744,21.2652864,0,0,,0,83.2,,0,8.87,101.3,0,,1905.6,0,4,0,1,0,0,0,0,0,0,-1,40,,,,104,288,1515,3177,4805,,,,226,477,970,5175,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579015773
43.27160494,4/9/2016 8:57,Run,n/a,Morning Run,12884.8,39.9,4119,3770,3.4177,5.5,470.8940544,292.6109261,26.755344,16.6256208,0,0,,0,85.6,138.8,177,3.1,38.1,0,,1264.5,0,15,0,1,0,0,0,0,0,0,-1,79.62962963,,,,87,226,1416,3026,,,,,179,411,888,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579015484
0,4/8/2016 17:01,Run,n/a,Afternoon Run,6441.7,46.7,1899,1889,3.4101,4.5,471.8596608,357.6284237,26.810208,20.3197968,0,0,,0,82.6,135.5,156,7.25,89,0,,634.5,0,0,0,1,0,0,0,0,0,0,-1,0,,,,103,263,1443,,,,,,211,433,904,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579015224
0,4/7/2016 16:34,Run,n/a,Afternoon Run,4833.7,37.1,1477,1453,3.3267,4.4,483.7688064,365.7556109,27.486864,20.7815688,0,0,,0,83.3,,0,7.68,91.9,0,,476.1,0,0,0,1,0,0,0,0,0,0,-1,0,,,,102,277,,,,,,,222,462,949,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579015099
0,4/6/2016 16:24,Run,n/a,Afternoon Run,11271.4,93.2,3595,3434,3.2823,4.3,490.3671168,374.2690406,27.861768,21.2652864,0,0,,0,82,135.5,160,8.27,97.7,0,,1110.8,0,0,0,1,0,0,0,0,0,0,-1,0,,,,106,285,1534,3193,,,,,227,467,977,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579014994
0,4/5/2016 16:45,Run,n/a,Afternoon Run,6449,45.9,1918,1918,3.3624,4.3,478.6189056,374.2690406,27.194256,21.2652864,0,0,,0,82.5,,0,7.12,86.2,0,,635.2,0,0,0,1,0,0,0,0,0,0,-1,0,,,,107,276,1457,,,,,,222,448,918,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579014752
0,3/30/2016 6:24,Run,n/a,Morning Run,127.8,0,3646,3646,0.0351,1.3,45912.97498,1237.955685,2608.69176,70.3383912,0,0,,0,57.5,114.4,137,0,0,0,,12.5,0,0,0,1,0,0,0,1,0,0,-1,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579014576
0,3/24/2016 16:23,Run,n/a,Afternoon Run,896.4,0,1394,1394,0.643,1.7,2502.690854,946.6805146,142.198344,53.7886656,0,0,,0,50.7,140.1,166,0,0,0,,87.4,0,0,0,1,0,0,0,1,0,0,-1,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579014512
0,3/22/2016 16:44,Run,n/a,Afternoon Run,797.2,0,1449,1449,0.5502,1.9,2925.143654,847.0299341,166.201344,48.1267008,0,0,,0,54.4,132.7,162,0,0,0,,77.8,0,0,0,1,0,0,0,1,0,0,-1,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579397195
41.66666667,3/16/2016 16:23,Run,n/a,Afternoon Run,12877.6,171,4281,4023,3.201,4.5,502.7590656,357.6284237,28.565856,20.3197968,0,0,,0,82.2,153.8,165,13.28,153,0,,1272.3,0,6,4,1,0,0,0,0,0,0,-1,50,,,,102,284,1603,3280,,,,,217,473,984,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579014427
0,3/14/2016 16:32,Run,n/a,Afternoon Run,3227.3,27.4,1045,943,3.4224,5.4,470.2503168,298.0344154,26.718768,16.9337736,0,0,,0,84,86.2,157,8.49,104.6,0,,317.3,0,0,0,1,0,0,0,0,0,0,-1,0,,,,104,290,,,,,,,231,473,1042,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579014223
0,3/8/2016 16:30,Run,n/a,Afternoon Run,4832.7,27.7,1490,1444,3.3467,4.2,480.8719872,383.1848064,27.322272,21.771864,0,0,,0,83.2,152.1,164,5.73,69.1,0,,474.6,0,0,0,1,0,0,0,0,0,0,-1,0,,,,105,277,,,,,,,216,458,941,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579014134
38.46153846,3/5/2016 12:22,Run,n/a,Lunch Run,11281.9,125.1,3689,3347,3.3707,4.5,477.4923648,357.6284237,27.130248,20.3197968,0,0,,0,82.8,150.4,182,11.09,134.6,0,,1112.8,0,1,0,1,0,0,0,0,0,0,-1,38.46153846,,,,95,269,1556,3177,,,,,210,452,927,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579014065
0,2/25/2016 16:33,Run,n/a,Afternoon Run,6205.6,27.8,2004,1772,3.502,6.1,459.467712,263.8197619,26.10612,14.9897592,0,0,,0,84.5,147.4,164,4.48,56.5,0,,609.1,0,0,0,1,0,0,0,0,0,0,-1,0,,,,106,282,1559,,,,,,226,456,924,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,581012499
15.38461538,2/24/2016 16:10,Run,n/a,Afternoon Run,11283.8,123.1,3741,3511,3.2138,4.3,500.8278528,374.2690406,28.456128,21.2652864,0,0,,0,82.1,139,159,10.91,126.2,0,,1112.3,0,1,0,1,0,0,0,0,0,0,-1,15.38461538,,,,104,280,1607,3263,,,,,219,470,1003,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579013790
0,2/22/2016 16:28,Run,n/a,Afternoon Run,5820.7,27.8,1993,1584,3.6747,6.1,437.9025024,263.8197619,24.880824,14.9897592,0,0,,0,84.9,144.4,169,4.78,63.2,0,,573,0,0,0,1,0,0,0,0,0,0,-1,0,,,,106,276,1526,,,,,,219,447,904,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579013604
58.97435897,2/21/2016 15:47,Run,n/a,Afternoon Run,12875.1,129.8,3986,3878,3.32,5,484.7344128,321.8688,27.541728,18.288,0,0,,0,82.6,148.3,170,10.08,120.5,0,,1270.2,0,2,0,1,0,0,0,0,0,0,-1,84.61538462,,,,95,283,1498,3090,,,,,218,464,952,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579013471
30.76923077,2/20/2016 8:00,Run,n/a,Morning Run,11514.1,118.9,3612,3384,3.4025,5,472.9862016,321.8688,26.874216,18.288,0,0,,0,84,156.7,173,10.33,126.5,0,,1135,0,1,0,1,0,0,0,0,0,0,-1,30.76923077,,,,91,249,1435,3093,,,,,196,421,866,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579013185
0,2/19/2016 16:35,Run,n/a,Afternoon Run,4838,27.7,1459,1417,3.4143,4.8,471.3768576,335.2746355,26.782776,19.0496952,0,0,,0,83.8,141.2,156,5.73,70.4,0,,475.5,0,0,0,1,0,0,0,0,0,0,-1,0,,,,109,287,,,,,,,224,466,934,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579012951
0,2/18/2016 16:32,Run,n/a,Afternoon Run,4829.1,27.8,1477,1410,3.4249,5,469.928448,321.8688,26.70048,18.288,0,0,,0,82.6,133.1,153,5.76,71,0,,474.5,0,0,0,1,0,0,0,0,0,0,-1,0,,,,109,283,,,,,,,224,463,938,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579012867
30.55555556,2/17/2016 16:10,Run,n/a,Afternoon Run,8051.7,42.5,2592,2380,3.3831,4.8,475.7220864,335.2746355,27.029664,19.0496952,0,0,,0,82.6,139,157,5.28,64.3,0,,790.3,0,2,0,1,0,0,0,0,0,0,-1,40.27777778,,,,106,280,1588,,,,,,221,461,958,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579012763
0,2/11/2016 16:58,Run,n/a,Afternoon Run,10,0,22,0,Infinity,0.5,0,3218.688,0,182.88,0,0,,0,0,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579012568
80,2/10/2016 16:33,Run,n/a,Afternoon Run,6448.9,46,2015,1964,3.2836,4.1,490.045248,392.5190016,27.84348,22.302216,0,0,,0,81.1,,0,7.13,84.3,0,,636.3,0,1,1,1,0,0,0,0,0,0,-1,80,,,,106,280,1511,,,,,,222,466,953,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579012553
0,2/9/2016 16:51,Run,n/a,Afternoon Run,4842.3,34.9,1444,1433,3.3791,4.5,476.2048896,357.6284237,27.057096,20.3197968,0,0,,0,81.7,152.7,243,7.21,87.7,0,,474.7,0,0,0,1,0,0,0,0,0,0,-1,0,,,,106,268,,,,,,,216,447,931,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579012434
46.15384615,2/7/2016 8:08,Run,n/a,Morning Run,9665.2,99.4,3181,2887,3.3478,4.4,480.7110528,365.7556109,27.313128,20.7815688,0,0,,0,82.4,,0,10.28,123.9,0,,954.7,0,1,0,1,0,0,0,0,0,0,-1,46.15384615,,,,103,274,1570,,,,,,217,456,950,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579012312
0,2/5/2016 16:44,Run,n/a,Afternoon Run,4850,37.4,1439,1436,3.3774,4.5,476.5267584,357.6284237,27.075384,20.3197968,0,0,,0,81.4,145.2,160,7.71,93.8,0,,476.6,0,0,0,1,0,0,0,0,0,0,-1,0,,,,106,279,,,,,,,220,452,923,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579012102
0,2/4/2016 16:38,Run,n/a,Afternoon Run,4832.6,27.8,1527,1403,3.4445,4.4,467.1925632,365.7556109,26.545032,20.7815688,0,0,,0,81.7,147.5,165,5.75,71.3,0,,475,0,0,0,1,0,0,0,0,0,0,-1,0,,,,102,279,,,,,,,221,454,920,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579011991
40,2/3/2016 6:54,Run,n/a,Morning Run,6447.5,45.1,2073,2005,3.2157,4,500.505984,402.336,28.43784,22.86,0,0,,0,82.3,141.9,162,6.99,81,0,,636.7,0,1,0,1,0,0,0,0,0,0,-1,40,,,,105,284,1533,,,,,,224,472,955,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579011895
0,2/2/2016 16:39,Run,n/a,Afternoon Run,4835.3,27.8,1492,1475,3.2782,5.6,490.84992,287.3805581,27.8892,16.3284408,0,0,,0,81.5,146.3,175,5.75,67.9,0,,474.4,0,0,0,1,0,0,0,0,0,0,-1,0,,,,112,300,,,,,,,236,483,984,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579011711
20,1/31/2016 8:06,Run,n/a,Morning Run,6769.8,47.6,2192,2144,3.1576,4,509.6792448,402.336,28.959048,22.86,0,0,,0,80.9,,0,7.03,79.9,0,,666.7,0,1,0,1,0,0,0,0,0,0,-1,20,,,,111,294,1596,,,,,,235,478,961,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579011578
0,1/30/2016 16:18,Run,n/a,Afternoon Run,2196.5,23.3,671,671,3.2735,4.3,491.654592,374.2690406,27.93492,21.2652864,0,0,,0,80.7,145.8,161,10.61,125,0,,217.8,0,0,0,1,0,0,0,0,0,0,-1,0,,,,113,294,,,,,,,234,489,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579011438
60,1/20/2016 6:18,Run,n/a,Morning Run,6450.5,47.1,1996,1996,3.2317,4.1,497.9310336,392.5190016,28.291536,22.302216,0,0,,0,81.6,151.9,168,7.3,84.9,0,,637.9,0,1,0,1,0,0,0,0,0,0,-1,60,,,,109,286,1521,,,,,,228,463,945,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579011362
